FlightNum,UniqueCarrier (Airline),Origin,Dest,Distance
1767,OH,BNA,JFK,766
1768,OH,LGA,RIC,292
1769,OH,RIC,LGA,292
1770,OH,OMA,CVG,614
1771,OH,CMH,LGA,478
1772,OH,RDU,JFK,426
1773,OH,CVG,DTW,229
1774,OH,TUL,CVG,646
1775,OH,CVG,DEN,1069
1776,OH,JFK,PIT,340
1777,OH,MKE,CVG,318
1778,OH,JFK,DCA,213
1779,OH,PWM,JFK,274
1780,OH,CVG,SYR,527
1781,OH,TPA,CVG,773
1782,OH,CVG,TPA,773
1783,OH,DSM,ATL,743
1784,OH,CVG,FLL,932
1785,OH,RDU,BOS,612
1786,OH,CVG,PBI,892
1787,OH,PBI,CVG,892
1788,OH,LGA,MLB,955
1789,OH,STL,CVG,307
1790,OH,CVG,JAX,614
1791,OH,BNA,CVG,230
1792,OH,CVG,LGA,585
1793,OH,CVG,ORD,264
1794,OH,CVG,COS,1078
1795,OH,CVG,OKC,756
1796,OH,PWM,CVG,810
1797,OH,ATL,GSO,306
1798,OH,CVG,MEM,403
1799,OH,CVG,MKE,318
1800,OH,CVG,DFW,812
1801,OH,CVG,CHS,497
1802,OH,SYR,ATL,793
1803,OH,ATL,LEX,303
1804,OH,ATL,SYR,793
1805,OH,CVG,AUS,958
1806,OH,DAY,CVG,64
1807,OH,CVG,RDU,390
1808,OH,ORD,CVG,264
1809,OH,RDU,LGA,431
1810,OH,ROC,CVG,461
1811,OH,CHS,CVG,497
1812,OH,LGA,LEX,604
1813,OH,ORD,JFK,740
1814,OH,EWR,CVG,569
1815,OH,CVG,IAH,871
1816,OH,DCA,CVG,411
1817,OH,BGR,CVG,906
1818,OH,CVG,BGR,906
1819,OH,ROC,JFK,264
1820,OH,CVG,LEX,70
1821,OH,CVG,IND,98
1822,OH,IND,CVG,98
1823,OH,CVG,PWM,810
1824,OH,CVG,SGF,491
1825,OH,CVG,ROC,461
1826,OH,CVG,MCI,539
1827,OH,CVG,BOS,752
1828,OH,BWI,CVG,430
1829,OH,ATL,SDF,321
1830,OH,BOS,BWI,370
1831,OH,BWI,BOS,370
1832,OH,LGA,GSP,610
1833,OH,BDL,CVG,661
1834,OH,CVG,BWI,430
1835,OH,DFW,CVG,812
1836,OH,CVG,SRQ,812
1837,OH,GRR,CVG,268
1838,OH,SDF,CVG,83
1839,OH,LGA,JAX,834
1840,OH,JFK,ROC,264
1841,OH,CVG,GSO,330
1842,OH,CVG,TYS,226
1843,OH,CVG,TUL,646
1844,OH,BTV,CVG,702
1845,OH,CVG,CMH,116
1846,OH,LGA,CMH,478
1847,OH,JFK,ORD,740
1848,OH,BOS,RDU,612
1849,OH,CVG,SDF,83
1850,OH,BOS,GSO,645
1851,OH,PIT,CVG,256
1852,OH,CVG,MIA,948
1853,OH,LGA,TYS,647
1854,OH,CVG,STL,307
1855,OH,LEX,CVG,70
1856,OH,SRQ,CVG,812
1857,OH,VPS,LGA,1019
1858,OH,LGA,VPS,1019
1859,OH,BTR,ATL,449
1860,OH,BOS,JFK,187
1861,OH,JFK,BOS,187
1862,OH,JFK,BWI,184
1863,OH,DTW,JFK,508
1864,OH,RIC,CVG,413
1865,OH,CMH,JFK,483
1866,OH,BDL,JFK,106
1867,OH,JFK,BTV,267
1868,OH,CLT,LGA,544
1869,OH,JFK,BDL,106
1870,OH,JFK,CVG,589
1871,OH,LGA,CVG,585
1872,OH,PHL,JFK,94
1873,OH,LGA,SAV,722
1874,OH,SAV,LGA,722
1875,OH,GSO,LGA,461
1876,OH,DAB,LGA,896
1877,OH,BTV,JFK,267
1878,OH,LGA,GSO,461
1879,OH,CVG,EWR,569
1880,OH,JAN,CVG,555
1881,OH,BNA,BOS,943
1882,OH,JFK,PWM,274
1883,OH,JFK,CLE,425
1884,OH,DCA,HSV,613
1885,OH,IAD,DCA,24
1886,OH,ATL,BTR,449
1887,OH,DAY,ATL,432
1888,OH,ATL,CMH,446
1889,OH,GSP,MCO,449
1890,OH,MCO,GSP,449
1891,OH,DCA,BOS,399
1892,OH,RSW,CMH,930
1893,OH,CVG,RIC,413
1894,OH,CMH,RSW,930
1895,OH,CVG,ORF,485
1896,OH,BOS,DCA,399
1897,OH,CVG,HSV,325
1898,OH,JFK,ORF,289
1899,OH,CVG,FSD,701
1900,OH,CHS,LGA,641
1901,OH,PVD,CVG,722
1902,OH,CVG,PVD,722
1903,OH,CVG,HPN,597
1904,OH,BHM,LGA,866
1905,OH,CVG,ALB,623
1906,OH,ATL,MHT,952
1907,OH,IAD,CVG,388
1908,OH,CVG,IAD,388
1909,OH,SGF,ATL,563
1910,OH,CVG,SAT,1024
1911,OH,MHT,CVG,741
1912,OH,ATL,CLE,554
1913,OH,CLE,ATL,554
1914,OH,FWA,ATL,508
1915,OH,ATL,FWA,508
1916,OH,ATW,CVG,411
1917,OH,JAX,LGA,834
1918,OH,ATL,DAY,432
1919,OH,MEM,CVG,403
1920,OH,CVG,OMA,614
1921,OH,CVG,MHT,741
1922,OH,CMH,BOS,640
1923,OH,MHT,ATL,952
1924,OH,JFK,ATL,760
1925,OH,BOS,CVG,752
1926,OH,VPS,CVG,608
1927,OH,JFK,DTW,508
1928,OH,JAX,CVG,614
1929,OH,ATL,JFK,760
1930,OH,ATL,PHL,665
1931,OH,GSO,BOS,645
1932,OH,CID,CVG,419
1933,OH,CLE,JFK,425
1934,OH,ATL,SGF,563
1935,OH,CVG,RSW,879
1936,OH,SAV,CVG,515
1937,OH,CVG,TRI,216
1938,OH,ATL,MDW,590
1939,OH,GSO,ATL,306
1940,OH,LGA,BHM,866
1941,OH,SDF,ATL,321
1942,OH,CVG,DCA,411
1943,OH,RSW,CVG,879
1944,OH,SAT,CVG,1024
1945,OH,ATL,ABE,692
1946,OH,RDU,ATL,356
1947,OH,BOS,CHS,818
1948,OH,BHM,CVG,396
1949,OH,MDW,ATL,590
1950,OH,JFK,RIC,288
1951,OH,OKC,CVG,756
1952,OH,BWI,JFK,184
1953,OH,IAH,CVG,871
1954,OH,GSO,CVG,330
1955,OH,CVG,SAV,515
1956,OH,JFK,CMH,483
1957,OH,PIT,JFK,340
1958,OH,TYS,CVG,226
1959,OH,BOS,JAX,1011
1960,OH,CRW,CVG,173
1961,OH,CVG,CRW,173
1962,OH,CVG,ATW,411
1963,OH,CVG,MSY,700
1964,OH,CVG,LAN,258
1965,OH,PHL,BOS,280
1966,OH,JFK,SYR,209
1967,OH,ABE,ATL,692
1968,OH,LGA,MSY,1183
1969,OH,CVG,CHA,278
1970,OH,LEX,DCA,414
1971,OH,ABE,CVG,503
1972,OH,TYS,LGA,647
1973,OH,CVG,CLT,335
1974,OH,ATL,AUS,813
1975,OH,CVG,JAN,555
1976,OH,CVG,BTV,702
1977,OH,JFK,STL,892
1978,OH,CHA,CVG,278
1979,OH,JFK,IND,664
1980,OH,CLE,CVG,221
1981,OH,MDT,ATL,619
1982,OH,CVG,MDT,429
1983,OH,MDT,CVG,429
1984,OH,MSY,LGA,1183
1985,OH,CVG,GRB,416
1986,OH,GRB,CVG,416
1987,OH,ROA,CLT,155
1988,OH,CAE,CVG,404
1989,OH,CVG,CAE,404
1990,OH,ABE,JFK,87
1991,OH,RIC,JFK,288
1992,OH,ORF,BOS,468
1993,OH,GSP,LGA,610
1994,OH,LGA,HSV,823
1995,OH,AUS,CVG,958
1996,OH,CMH,ATL,446
1997,OH,COS,CVG,1078
1998,OH,CLT,CVG,335
1999,OH,CVG,ABE,503
2000,OH,BOS,ORF,468
2001,OH,SYR,JFK,209
2002,OH,BOS,SAV,901
2003,OH,JAX,BOS,1011
2004,OH,CHS,BOS,818
2005,OH,ALB,JFK,145
2006,OH,LEX,LGA,604
2007,OH,BOS,BGR,201
2008,OH,SDF,BOS,829
2009,OH,FLL,CVG,932
2010,OH,ATL,CVG,373
2011,OH,PHL,ATL,665
2012,OH,AUS,ATL,813
2013,OH,BOS,SDF,829
2014,OH,ORF,CVG,485
2015,OH,MSY,CVG,700
2016,OH,BOS,CMH,640
2017,OH,BGR,BOS,201
2018,OH,HSV,LGA,823
2019,OH,SGF,CVG,491
2020,OH,TYS,AUS,882
2021,OH,SAV,BOS,901
2022,OH,DTW,ORD,235
2023,OH,MCO,RDU,534
2024,OH,TRI,CVG,216
2025,OH,LEX,ATL,303
2026,OH,BHM,AUS,682
2027,OH,PVD,JFK,144
2028,OH,LAN,CVG,258
2029,OH,PVD,BOS,49
2030,OO,ORD,CVG,264
2031,OO,ATL,BHM,134
2032,OO,CVG,DFW,812
2033,OO,CVG,DEN,1069
2034,OO,DEN,CVG,1069
2035,OO,ATL,MSP,906
2036,OO,BNA,ATL,214
2037,OO,DFW,CVG,812
2038,OO,ATL,GSP,153
2039,OO,ATL,BUF,712
2040,OO,CVG,ORD,264
2041,OO,BUF,ATL,712
2042,OO,ATL,BNA,214
2043,OO,MKE,MSP,297
2044,OO,MSP,MKE,297
2045,OO,MCI,SAT,706
2046,OO,PIT,MKE,431
2047,OO,MKE,BDL,780
2048,OO,BDL,MKE,780
2049,OO,MKE,MSN,74
2050,OO,PHL,MKE,690
2051,OO,MKE,PHL,690
2052,OO,MKE,PIT,431
2053,OO,MCI,CMH,633
2054,OO,MSN,MKE,74
2055,OO,MKE,OMA,426
2056,OO,MCI,MSN,386
2057,OO,MKE,RDU,689
2058,OO,RDU,MKE,689
2059,OO,MKE,BWI,641
2060,OO,BWI,MKE,641
2061,OO,EWR,MKE,725
2062,OO,MKE,EWR,725
2063,OO,COS,MCI,538
2064,OO,MCI,AUS,650
2065,OO,AUS,MCI,650
2066,OO,SUN,SLC,223
2067,OO,SLC,SUN,223
2068,OO,SGU,SLC,269
2069,OO,SLC,SGU,269
2070,OO,CPR,SLC,320
2071,OO,SLC,CPR,320
2072,OO,SLC,TWF,175
2073,OO,SLC,YUM,580
2074,OO,DRO,SLC,338
2075,OO,SLC,SBA,615
2076,OO,SLC,ELP,693
2077,OO,SLC,TUS,601
2078,OO,SLE,SLC,628
2079,OO,RNO,SLC,422
2080,OO,SLC,IDA,188
2081,OO,SLC,GEG,546
2082,OO,SLC,OMA,839
2083,OO,SLC,BOI,291
2084,OO,MSO,SLC,436
2085,OO,SLC,MSO,436
2086,OO,SLC,ABQ,493
2087,OO,SLC,BZN,347
2088,OO,SLC,RAP,508
2089,OO,BZN,SLC,347
2090,OO,SJC,SLC,585
2091,OO,SLC,SJC,585
2092,OO,SLC,YKM,586
2093,OO,YKM,SLC,586
2094,OO,SLC,DRO,338
2095,OO,SLC,FAT,501
2096,OO,SLC,SLE,628
2097,OO,SLC,RNO,422
2098,OO,BOI,SLC,291
2099,OO,SLC,MCI,919
2100,OO,TUS,SLC,601
2101,OO,SLC,MRY,607
2102,OO,SLC,SMF,532
2103,OO,SMF,SLC,532
2104,OO,OAK,SLC,588
2105,OO,SLC,HLN,402
2106,OO,SLC,LWS,461
2107,OO,SLC,GTF,463
2108,OO,GTF,SLC,463
2109,OO,BIL,SLC,387
2110,OO,SLC,BIL,387
2111,OO,SLC,BTM,357
2112,OO,SLC,BUR,574
2113,OO,SLC,PSP,541
2114,OO,PSP,SLC,541
2115,OO,TUL,SLC,926
2116,OO,SLC,LGB,589
2117,OO,SLC,TUL,926
2118,OO,GJT,SLC,217
2119,OO,SLC,OAK,588
2120,OO,OMA,SLC,839
2121,OO,SLC,COS,410
2122,OO,BUR,SLC,574
2123,OO,SLC,PDX,630
2124,OO,ATL,MEM,332
2125,OO,MKE,SLC,1246
2126,OO,SLC,JAC,205
2127,OO,SLC,ASE,291
2128,OO,PDX,SLC,630
2129,OO,SFO,SLC,599
2130,OO,SLC,DEN,391
2131,OO,BHM,SLC,1472
2132,OO,SLC,SEA,689
2133,OO,SLC,SFO,599
2134,OO,SLC,IAH,1195
2135,OO,SLC,CMH,1529
2136,OO,CMH,SLC,1529
2137,OO,SLC,FCA,532
2138,OO,HDN,SLC,251
2139,OO,SLC,CLE,1565
2140,OO,IAH,SLC,1195
2141,OO,BNA,SLC,1403
2142,OO,SLC,PSC,521
2143,OO,DFW,SLC,988
2144,OO,ASE,SLC,291
2145,OO,SLC,LAX,590
2146,OO,STL,SLC,1156
2147,OO,SLC,STL,1156
2148,OO,MSP,SLC,991
2149,OO,SLC,BNA,1403
2150,OO,JAC,SLC,205
2151,OO,SLC,AUS,1085
2152,OO,SLC,DFW,988
2153,OO,SLC,MKE,1246
2154,OO,PHX,SLC,507
2155,OO,SLC,LIT,1156
2156,OO,LAS,SLC,368
2157,OO,SLC,LAS,368
2158,OO,DEN,SLC,391
2159,OO,CLE,SLC,1565
2160,OO,ONT,SLC,558
2161,OO,SLC,ONT,558
2162,OO,SLC,SAN,626
2163,OO,SAN,SLC,626
2164,OO,SLC,PHX,507
2165,OO,LAX,SAN,109
2166,OO,SAN,LAX,109
2167,OO,BFL,LAX,109
2168,OO,ONT,LAX,47
2169,OO,LAX,PSP,110
2170,OO,LAX,ONT,47
2171,OO,LAX,SNA,36
2172,OO,SNA,LAX,36
2173,OO,SFO,ACV,250
2174,OO,SFO,SBA,262
2175,OO,SFO,SBP,191
2176,OO,SBP,LAX,155
2177,OO,FAT,LAX,209
2178,OO,SMF,SFO,86
2179,OO,SFO,SMF,86
2180,OO,SFO,RDD,199
2181,OO,SBA,SFO,262
2182,OO,LAX,FAT,209
2183,OO,EUG,PDX,106
2184,OO,PDX,EUG,106
2185,OO,PSP,LAS,173
2186,OO,LAX,SGU,348
2187,OO,YUM,IPL,58
2188,OO,MOD,SFO,78
2189,OO,SFO,MOD,78
2190,OO,LAX,CLD,86
2191,OO,LAX,MOD,292
2192,OO,MOD,LAX,292
2193,OO,LAS,PSP,173
2194,OO,LEX,ORD,323
2195,OO,ORD,LEX,323
2196,OO,FSD,ORD,462
2197,OO,BTV,ORD,763
2198,OO,ORD,BTV,763
2199,OO,OMA,ORD,416
2200,OO,ORD,CLE,316
2201,OO,ORD,ROA,531
2202,OO,ROA,ORD,531
2203,OO,ORD,SDF,286
2204,OO,SDF,ORD,286
2205,OO,DEN,FCA,753
2206,OO,CLE,ORD,316
2207,OO,MKE,ORD,67
2208,OO,ORD,CHS,760
2209,OO,DFW,ORD,802
2210,OO,ASE,LAX,737
2211,OO,ORD,FSD,462
2212,OO,ORD,PIT,412
2213,OO,PIT,ORD,412
2214,OO,MEM,ORD,491
2215,OO,FAR,DEN,627
2216,OO,LAX,ASE,737
2217,OO,ASE,ORD,1013
2218,OO,BOI,ORD,1437
2219,OO,ORD,PIA,130
2220,OO,XNA,ORD,522
2221,OO,SFO,BUR,326
2222,OO,ORD,ASE,1013
2223,OO,ORD,COS,911
2224,OO,COS,DEN,72
2225,OO,DEN,LNK,423
2226,OO,DEN,OKC,495
2227,OO,BHM,ORD,584
2228,OO,DEN,BZN,525
2229,OO,DEN,GUC,152
2230,OO,GUC,DEN,152
2231,OO,BZN,ORD,1186
2232,OO,ORD,BOI,1437
2233,OO,AZO,ORD,122
2234,OO,ORD,AZO,122
2235,OO,TVC,ORD,224
2236,OO,ORD,TVC,224
2237,OO,ORD,MSN,109
2238,OO,ORD,OKC,693
2239,OO,ORD,IAH,925
2240,OO,AUS,ORD,978
2241,OO,ORD,SAV,773
2242,OO,COS,ORD,911
2243,OO,ORD,ORF,717
2244,OO,ORF,ORD,717
2245,OO,BHM,DEN,1082
2246,OO,ORD,TUL,585
2247,OO,TUL,ORD,585
2248,OO,SFO,PSP,421
2249,OO,CRW,ORD,416
2250,OO,ORD,CRW,416
2251,OO,ORD,ATW,160
2252,OO,ASE,DEN,125
2253,OO,ORD,TYS,475
2254,OO,TYS,ORD,475
2255,OO,ORD,AVP,631
2256,OO,FAR,ORD,557
2257,OO,ORD,FAR,557
2258,OO,SAV,ORD,773
2259,OO,ICT,ORD,588
2260,OO,DEN,GJT,212
2261,OO,GJT,DEN,212
2262,OO,ORD,MEM,491
2263,OO,ORD,MCI,403
2264,OO,PIA,ORD,130
2265,OO,ORD,ABE,654
2266,OO,DEN,MSN,826
2267,OO,ORD,AUS,978
2268,OO,IND,ORD,177
2269,OO,DEN,AUS,775
2270,OO,HDN,ORD,1009
2271,OO,ORD,XNA,522
2272,OO,OKC,DEN,495
2273,OO,LAX,SAT,1210
2274,OO,SGF,ORD,438
2275,OO,MSN,ORD,109
2276,OO,CID,ORD,196
2277,OO,DTW,ORD,235
2278,OO,ORD,MLI,139
2279,OO,MLI,DEN,751
2280,OO,ORD,OMA,416
2281,OO,DEN,DRO,251
2282,OO,SYR,ORD,607
2283,OO,DRO,DEN,251
2284,OO,CHS,ORD,760
2285,OO,ORD,GRR,137
2286,OO,OKC,LAX,1187
2287,OO,RNO,SFO,192
2288,OO,ORD,MKE,67
2289,OO,PSP,DEN,776
2290,OO,DEN,PIA,793
2291,OO,MLI,ORD,139
2292,OO,DSM,ORD,299
2293,OO,ORD,DSM,299
2294,OO,ATW,ORD,160
2295,OO,GRB,ORD,174
2296,OO,ORD,GRB,174
2297,OO,FWA,ORD,157
2298,OO,DEN,SGF,637
2299,OO,LAX,DFW,1235
2300,OO,ORD,BHM,584
2301,OO,IAH,DEN,861
2302,OO,BUR,SFO,326
2303,OO,DAY,DEN,1084
2304,OO,DEN,DAY,1084
2305,OO,DEN,ASE,125
2306,OO,SFO,EUG,451
2307,OO,BOI,SFO,522
2308,OO,MCI,DEN,533
2309,OO,SFO,ONT,363
2310,OO,LNK,DEN,423
2311,OO,SFO,TUS,751
2312,OO,PSP,SFO,421
2313,OO,ONT,SFO,363
2314,OO,ORD,SAT,1041
2315,OO,EUG,SFO,451
2316,OO,SFO,BOI,522
2317,OO,FCA,DEN,753
2318,OO,SFO,PMD,316
2319,OO,ABQ,SFO,896
2320,OO,SFO,ABQ,896
2321,OO,SAT,LAX,1210
2322,OO,LAX,ABQ,677
2323,OO,DEN,BNA,1013
2324,OO,ORD,CWA,213
2325,OO,LAX,COS,833
2326,OO,LAX,TUS,451
2327,OO,ORD,SLC,1249
2328,OO,LNK,ORD,466
2329,OO,TUS,LAX,451
2330,OO,LAX,SLC,590
2331,OO,SMF,LAX,373
2332,OO,LAX,SMF,373
2333,OO,BZN,DEN,525
2334,OO,ICT,LAX,1203
2335,OO,ORD,SGF,438
2336,OO,RNO,LAX,390
2337,OO,COS,LAX,833
2338,OO,LAX,OAK,337
2339,OO,LAX,SJC,308
2340,OO,SJC,LAX,308
2341,OO,LAX,PHX,370
2342,OO,PHX,LAX,370
2343,OO,BOI,LAX,674
2344,OO,BUR,DEN,850
2345,OO,IDA,DEN,458
2346,OO,DEN,IDA,458
2347,OO,BIS,DEN,517
2348,OO,DEN,BIS,517
2349,OO,MKE,DEN,895
2350,OO,SFO,RNO,192
2351,OO,DEN,GTF,624
2352,OO,MSN,DEN,826
2353,OO,FSD,DEN,483
2354,OO,DEN,HSV,1048
2355,OO,HSV,DEN,1048
2356,OO,ORD,LNK,466
2357,OO,DEN,HDN,142
2358,OO,HDN,DEN,142
2359,OO,BIL,DEN,455
2360,OO,DEN,MEM,872
2361,OO,DEN,BIL,455
2362,OO,CWA,ORD,213
2363,OO,DEN,TYS,1162
2364,OO,DEN,MFR,964
2365,OO,MFR,DEN,964
2366,OO,MEM,DEN,872
2367,OO,DEN,BHM,1082
2368,OO,DEN,BOI,649
2369,OO,GTF,DEN,624
2370,OO,DEN,COS,72
2371,OO,DEN,MLI,751
2372,OO,DEN,BUR,850
2373,OO,DEN,SBA,916
2374,OO,ORD,BNA,409
2375,OO,TUS,DEN,639
2376,OO,DEN,EUG,997
2377,OO,BNA,ORD,409
2378,OO,CID,DEN,692
2379,OO,FAT,DEN,844
2380,OO,SAT,ORD,1041
2381,OO,LAN,ORD,179
2382,OO,ORD,LAN,179
2383,OO,CLE,DEN,1201
2384,OO,DEN,ELP,563
2385,OO,ELP,DEN,563
2386,OO,DEN,MSO,679
2387,OO,MSO,DEN,679
2388,OO,PSC,DEN,853
2389,OO,DEN,PSC,853
2390,OO,BOI,DEN,649
2391,OO,DEN,MKE,895
2392,OO,ORD,SYR,607
2393,OO,DEN,TUS,639
2394,OO,SBA,DEN,916
2395,OO,MKE,ATL,669
2396,OO,XNA,ATL,589
2397,OO,ATL,AUS,813
2398,OO,MCI,PIT,773
2399,OO,MKE,CMH,331
2400,OO,CMH,MCI,633
2401,OO,OMA,MKE,426
2402,OO,MKE,CLT,651
2403,OO,MCI,COS,538
2404,OO,SLC,PIH,150
2405,OO,SLC,EKO,200
2406,OO,COD,SLC,298
2407,OO,SLC,COD,298
2408,OO,TWF,SLC,175
2409,OO,MCI,SLC,919
2410,OO,PSC,SLC,521
2411,OO,IDA,SLC,188
2412,OO,COS,ATL,1185
2413,OO,SLC,GJT,217
2414,OO,FCA,SLC,532
2415,OO,ATL,XNA,589
2416,OO,SLC,OKC,866
2417,OO,FAT,SLC,501
2418,OO,RAP,SLC,508
2419,OO,YUM,SLC,580
2420,OO,SLC,RDM,526
2421,OO,RDM,SLC,526
2422,OO,SLC,SBP,608
2423,OO,ORD,ATL,606
2424,OO,ATL,MKE,669
2425,OO,SLC,BLI,757
2426,OO,SBP,SLC,608
2427,OO,SLC,BFL,534
2428,OO,LGB,SLC,589
2429,OO,COS,SLC,410
2430,OO,HLN,SLC,402
2431,OO,MEM,ATL,332
2432,OO,SLC,SNA,588
2433,OO,SNA,SLC,588
2434,OO,SLC,SAT,1086
2435,OO,SAT,SLC,1086
2436,OO,SLC,MSP,991
2437,OO,SLC,BHM,1472
2438,OO,AUS,SLC,1085
2439,OO,SLC,HDN,251
2440,OO,LIT,SLC,1156
2441,OO,MTJ,SLC,268
2442,OO,SLC,MTJ,268
2443,OO,LAX,BFL,109
2444,OO,LAX,MRY,267
2445,OO,LAX,SBA,89
2446,OO,PSP,LAX,110
2447,OO,SBP,SFO,191
2448,OO,MRY,SFO,77
2449,OO,SFO,MRY,77
2450,OO,LAX,SBP,155
2451,OO,SFO,MFR,329
2452,OO,BFL,SFO,238
2453,OO,SFO,BFL,238
2454,OO,RDD,SFO,199
2455,OO,MFR,SFO,329
2456,OO,LAX,IYK,123
2457,OO,FAT,SFO,158
2458,OO,SBA,LAX,89
2459,OO,SFO,FAT,158
2460,OO,GEG,SEA,224
2461,OO,SEA,GEG,224
2462,OO,SFO,RDM,462
2463,OO,RDM,SFO,462
2464,OO,CLD,LAX,86
2465,OO,SEA,PDX,129
2466,OO,PDX,RDM,116
2467,OO,RDM,PDX,116
2468,OO,PDX,SEA,129
2469,OO,SMF,ACV,207
2470,OO,DEN,PSP,776
2471,OO,ORD,HDN,1009
2472,OO,ORD,DFW,802
2473,OO,ORD,CID,196
2474,OO,ORD,IND,177
2475,OO,BNA,DEN,1013
2476,OO,ORD,SBN,84
2477,OO,SBN,ORD,84
2478,OO,TUL,DEN,541
2479,OO,HPN,ORD,738
2480,OO,ORD,ICT,588
2481,OO,SPI,ORD,174
2482,OO,ORD,SPI,174
2483,OO,ORD,FWA,157
2484,OO,DFW,LAX,1235
2485,OO,COS,SFO,963
2486,OO,SFO,SNA,372
2487,OO,MBS,ORD,222
2488,OO,ORD,MBS,222
2489,OO,ABQ,LAX,677
2490,OO,OAK,LAX,337
2491,OO,DEN,TUL,541
2492,OO,DEN,CID,692
2493,OO,ORD,BZN,1186
2494,OO,XNA,DEN,616
2495,OO,DEN,XNA,616
2496,OO,SGF,DEN,637
2497,OO,MRY,DEN,960
2498,OO,TYS,DEN,1162
2499,OO,SAT,DEN,794
2500,OO,ATL,COS,1185
2501,OO,MSP,ATL,906
2502,OO,SAT,MCI,706
2503,OO,PIT,MCI,773
2504,OO,CMH,MKE,331
2505,OO,MSN,MCI,386
2506,OO,PIH,SLC,150
2507,OO,EKO,SLC,200
2508,OO,GEG,SLC,546
2509,OO,DSM,SLC,955
2510,OO,LWS,SLC,461
2511,OO,HOU,ATL,696
2512,OO,ABQ,SLC,493
2513,OO,SLC,XNA,1004
2514,OO,SLC,FAR,865
2515,OO,GSP,ATL,153
2516,OO,ATL,ORD,606
2517,OO,SEA,SLC,689
2518,OO,MRY,LAX,267
2519,OO,LAX,SMX,135
2520,OO,SMX,LAX,135
2521,OO,ACV,SFO,250
2522,OO,OXR,LAX,49
2523,OO,SJC,SBA,234
2524,OO,PDX,MFR,222
2525,OO,CEC,ACV,56
2526,OO,FAT,LAS,258
2527,OO,LAS,FAT,258
2528,OO,SFO,CEC,304
2529,OO,CIC,SFO,153
2530,OO,SFO,CIC,153
2531,OO,LAX,YUM,237
2532,OO,MFR,PDX,222
2533,OO,CEC,SFO,304
2534,OO,GRR,DEN,1014
2535,OO,DEN,ICT,419
2536,OO,DEN,FAT,844
2537,OO,SNA,SFO,372
2538,OO,SFO,COS,963
2539,OO,PMD,SFO,316
2540,OO,DEN,CLE,1201
2541,OO,EUG,DEN,997
2542,OO,RFD,DEN,829
2543,OO,DEN,FAR,627
2544,OO,BTM,SLC,357
2545,OO,FAR,SLC,865
2546,OO,BFL,SLC,534
2547,OO,SBA,SLC,615
2548,OO,SLC,MSY,1428
2549,OO,IYK,LAX,123
2550,OO,LAX,OXR,49
2551,OO,SGU,LAX,348
2552,OO,YUM,LAX,237
2553,OO,IPL,LAX,181
2554,OO,IPL,YUM,58
2555,OO,LAX,IPL,181
2556,OO,LAX,OKC,1187
2557,OO,LAX,BOI,674
2558,OO,DEN,RFD,829
2559,OO,RDD,SMF,131
2560,OO,ASE,SFO,848
2561,OO,SFO,ASE,848
2562,OO,ATL,HOU,696
2563,OO,MFR,SLC,575
2564,OO,ELP,SLC,693
2565,OO,MRY,SLC,607
2566,OO,SLC,MFR,575
2567,OO,BLI,SLC,757
2568,OO,SLC,PIT,1659
2569,OO,DTW,SLC,1481
2570,OO,SLC,DTW,1481
2571,OO,SLC,ORD,1249
2572,OO,PIT,SLC,1659
2573,OO,SBA,SJC,234
2574,OO,ACV,SMF,207
2575,OO,ACV,CEC,56
2576,OO,AVP,ORD,631
2577,OO,DSM,DEN,589
2578,OO,DEN,BFL,845
2579,OO,DAY,ORD,240
2580,OO,CAK,ORD,344
2581,OO,ORD,CAK,344
2582,OO,MCI,ORD,403
2583,OO,ORD,DAY,240
2584,OO,DEN,MCI,533
2585,OO,DEN,FSD,483
2586,OO,SFO,BZN,807
2587,OO,BZN,SFO,807
2588,OO,LAX,MTJ,666
2589,OO,OKC,SLC,866
2590,OO,SLC,EUG,619
2591,OO,SLC,DSM,955
2592,OO,ATL,MTJ,1352
2593,OO,MTJ,ATL,1352
2594,OO,EUG,SLC,619
2595,OO,SLC,FSD,804
2596,OO,FSD,SLC,804
2597,OO,MSY,SLC,1428
2598,OO,DEN,RAP,301
2599,OO,DEN,GRR,1014
2600,OO,ICT,DEN,419
2601,OO,GRR,ORD,137
2602,OO,ORD,DTW,235
2603,OO,LAX,PDX,834
2604,OO,ABE,ORD,654
2605,OO,OKC,ORD,693
2606,OO,LAX,RNO,390
2607,OO,RAP,DEN,301
2608,OO,IAH,ORD,925
2609,OO,ORD,HPN,738
2610,OO,DEN,OMA,472
2611,OO,PDX,LAX,834
2612,OO,SEA,LAX,954
2613,OO,DEN,IAH,861
2614,OO,ABQ,DEN,349
2615,OO,DEN,ABQ,349
2616,OO,SLC,CDC,221
2617,OO,CDC,SLC,221
2618,OO,BMI,ORD,116
2619,OO,ORD,BMI,116
2620,OO,LAX,SEA,954
2621,OO,GJT,ORD,1100
2622,OO,DEN,MRY,960
2623,OO,ATL,STL,483
2624,OO,STL,ATL,483
2625,OO,MTJ,DEN,197
2626,OO,MTJ,LAX,666
2627,OO,DEN,DSM,589
2628,OO,TUS,SFO,751
2629,OO,LAX,ICT,1203
2630,OO,CLT,MKE,651
2631,OO,XNA,LEX,549
2632,OO,BUR,TUS,453
2633,OO,MFR,MOD,343
2634,OO,PIA,DEN,793
2635,OO,SMF,SBA,310
