FlightNum,UniqueCarrier (Airline),Origin,Dest,Distance
892,XE,SMF,TUL,1419
893,XE,OKC,AUS,358
894,XE,SMF,OKC,1342
895,XE,ABQ,SAT,609
896,XE,OKC,ONT,1140
897,XE,ONT,GEG,936
898,XE,TUS,MCI,1036
899,XE,TUS,RNO,710
900,XE,MCI,RDU,904
901,XE,SAT,TUS,762
902,XE,TUS,SMF,752
903,XE,AUS,TUS,797
904,XE,JAX,AUS,954
905,XE,AUS,ABQ,619
906,XE,AUS,JAX,954
907,XE,JAX,RDU,408
908,XE,ABQ,AUS,619
909,XE,GEG,TUS,1125
910,XE,ONT,OKC,1140
911,XE,MSY,RDU,779
912,XE,SAT,MSY,495
913,XE,SAT,OKC,407
914,XE,TUS,SAT,762
915,XE,TUL,ONT,1236
916,XE,SAN,BOI,749
917,XE,BOI,SAN,749
918,XE,COS,SAN,816
919,XE,ONT,SAN,94
920,XE,OKC,SAN,1136
921,XE,SAN,OMA,1313
922,XE,SAN,TUL,1236
923,XE,SAN,OKC,1136
924,XE,ABQ,TUL,608
925,XE,TUL,SAN,1236
926,XE,OMA,SAN,1313
927,XE,SAN,COS,816
928,XE,SAN,GEG,1027
929,XE,GEG,SAN,1027
930,XE,SAN,FAT,314
931,XE,FAT,SAN,314
932,XE,SAN,MRY,376
933,XE,MRY,SAN,376
934,XE,SAN,BFL,215
935,XE,BFL,SAN,215
936,XE,ONT,RNO,394
937,XE,SAT,ABQ,609
938,XE,SAT,RDU,1225
939,XE,RDU,SAT,1225
940,XE,JAX,MSY,513
941,XE,MSY,AUS,445
942,XE,RNO,TUS,710
943,XE,AUS,MSY,445
944,XE,MSY,JAX,513
945,XE,RDU,MSY,779
946,XE,RDU,MCI,904
947,XE,MSY,SAT,495
948,XE,RDU,BHM,481
949,XE,BHM,RDU,481
950,XE,MCI,JAX,956
951,XE,RNO,ONT,394
952,XE,AUS,MCI,650
953,XE,RDU,JAX,408
954,XE,MCI,TUS,1036
955,XE,MCI,AUS,650
956,XE,MCI,MSY,690
957,XE,MSY,MCI,690
958,XE,TUS,OMA,1046
959,XE,OMA,TUS,1046
960,XE,JAX,MCI,956
961,XE,TUS,GEG,1125
962,XE,OMA,ONT,1286
963,XE,ONT,OMA,1286
964,XE,PDX,SLC,630
965,XE,SLC,DEN,391
966,XE,LAX,LAS,236
967,XE,SLC,OKC,866
968,XE,LAS,LAX,236
969,XE,SLC,EUG,619
970,XE,OKC,SLC,866
971,XE,ONT,SLC,558
972,XE,PHX,SLC,507
973,XE,SLC,PDX,630
974,XE,SLC,PHX,507
975,XE,SLC,ONT,558
976,XE,EUG,SLC,619
977,XE,MCI,SLC,919
978,XE,SLC,MCI,919
979,XE,SLC,BOI,291
980,XE,LAX,OKC,1187
981,XE,OKC,LAX,1187
982,XE,BOI,SLC,291
983,XE,DEN,SLC,391
984,XE,LAX,PHX,370
985,XE,LAX,SJC,308
986,XE,SJC,LAX,308
987,XE,LAX,SEA,954
988,XE,LAX,SFO,337
989,XE,SFO,LAX,337
990,XE,LAX,RNO,390
991,XE,LAX,SMF,373
992,XE,SMF,LAX,373
993,XE,EUG,LAX,748
994,XE,LAX,TUS,451
995,XE,PHX,LAX,370
996,XE,RNO,LAX,390
997,XE,SEA,LAX,954
998,XE,TUS,LAX,451
999,XE,DEN,LAX,862
1000,XE,LAX,DEN,862
1001,XE,ICT,LAX,1203
1002,XE,LAX,ICT,1203
1003,XE,LAX,EUG,748
1004,XE,BOI,LAX,674
1005,XE,LAX,BOI,674
1006,XE,GEG,LAX,945
1007,XE,LAX,GEG,945
1008,XE,PDX,LAX,834
1009,XE,LAX,PDX,834
1010,XE,TUL,AUS,426
1011,XE,AUS,TUL,426
1012,XE,MEM,IAH,469
1013,XE,RDU,IAH,1043
1014,XE,BHM,IAH,562
1015,XE,EWR,SAV,708
1016,XE,BTV,EWR,266
1017,XE,BUF,EWR,282
1018,XE,CLE,BWI,314
1019,XE,EWR,CAE,602
1020,XE,MKE,IAH,984
1021,XE,ORD,CLE,316
1022,XE,LFT,IAH,201
1023,XE,IAH,DFW,224
1024,XE,BRO,IAH,308
1025,XE,ICT,IAH,542
1026,XE,IAH,OMA,781
1027,XE,EWR,PVD,160
1028,XE,PWM,EWR,284
1029,XE,EWR,DAY,533
1030,XE,MSP,IAH,1034
1031,XE,SRQ,CLE,967
1032,XE,EWR,STL,872
1033,XE,CLT,EWR,529
1034,XE,EWR,MSP,1008
1035,XE,EWR,GSP,594
1036,XE,MCI,EWR,1092
1037,XE,ALB,EWR,143
1038,XE,BDL,CLE,475
1039,XE,IAH,JAX,817
1040,XE,BNA,IAH,657
1041,XE,EWR,SDF,642
1042,XE,MKE,EWR,725
1043,XE,IAH,MEM,469
1044,XE,EWR,TYS,631
1045,XE,IAD,CLE,288
1046,XE,IAH,SHV,192
1047,XE,EWR,BTV,266
1048,XE,MEM,EWR,946
1049,XE,SDF,IAH,788
1050,XE,CVG,EWR,569
1051,XE,JAX,IAH,817
1052,XE,IAH,MCI,643
1053,XE,IAH,BHM,562
1054,XE,BHM,EWR,850
1055,XE,IAH,MFE,316
1056,XE,IAH,MAF,429
1057,XE,MSP,EWR,1008
1058,XE,ORF,IAH,1201
1059,XE,GSO,EWR,446
1060,XE,IAH,OKC,395
1061,XE,EWR,PWM,284
1062,XE,IAH,JAN,351
1063,XE,EWR,ATL,745
1064,XE,IAD,EWR,213
1065,XE,EWR,JAX,821
1066,XE,PIT,EWR,319
1067,XE,SHV,IAH,192
1068,XE,IAD,IAH,1190
1069,XE,CLE,SYR,317
1070,XE,SDF,CLE,304
1071,XE,EWR,MKE,725
1072,XE,CLE,MSY,917
1073,XE,IAH,HSV,595
1074,XE,DCA,EWR,199
1075,XE,BUF,CLE,192
1076,XE,EWR,MCI,1092
1077,XE,IAH,BTR,253
1078,XE,OKC,IAH,395
1079,XE,EWR,DTW,487
1080,XE,EWR,CHS,628
1081,XE,TYS,EWR,631
1082,XE,BNA,EWR,748
1083,XE,GSP,EWR,594
1084,XE,IAH,DAL,217
1085,XE,IAH,ELP,667
1086,XE,PVD,EWR,160
1087,XE,EWR,MSN,799
1088,XE,OMA,IAH,781
1089,XE,CLE,PVD,540
1090,XE,RIC,EWR,278
1091,XE,IAH,BNA,657
1092,XE,IAH,LFT,201
1093,XE,MHT,EWR,209
1094,XE,IAH,LRD,301
1095,XE,RIC,CLE,362
1096,XE,CLE,SRQ,967
1097,XE,SYR,EWR,194
1098,XE,IAH,TYS,772
1099,XE,EWR,CLT,529
1100,XE,IAH,COS,809
1101,XE,EWR,RIC,278
1102,XE,EWR,SYR,194
1103,XE,CLE,MKE,328
1104,XE,EWR,PIT,319
1105,XE,EWR,OKC,1325
1106,XE,IAH,ABQ,744
1107,XE,IAH,GSP,838
1108,XE,DFW,IAH,224
1109,XE,IAH,VPS,510
1110,XE,IAH,AVL,834
1111,XE,IAH,GPT,376
1112,XE,CLE,LGA,418
1113,XE,IAH,ORF,1201
1114,XE,CMH,EWR,462
1115,XE,CLE,DAY,162
1116,XE,CLE,ABE,339
1117,XE,EWR,BDL,116
1118,XE,BGR,EWR,393
1119,XE,IAH,MSY,305
1120,XE,RDU,EWR,416
1121,XE,EWR,LIT,1069
1122,XE,JAX,EWR,821
1123,XE,DAY,IAH,929
1124,XE,STL,EWR,872
1125,XE,EWR,ALB,143
1126,XE,EWR,BGR,393
1127,XE,BWI,EWR,169
1128,XE,CLE,RDU,416
1129,XE,RDU,CLE,416
1130,XE,IAH,DAY,929
1131,XE,CLE,DCA,310
1132,XE,EWR,IAD,213
1133,XE,IAH,MKE,984
1134,XE,PIT,IAH,1117
1135,XE,EWR,MHT,209
1136,XE,MSY,IAH,305
1137,XE,DTW,EWR,487
1138,XE,CLE,MCI,694
1139,XE,EWR,BNA,748
1140,XE,IAH,IAD,1190
1141,XE,CLE,ORD,316
1142,XE,EWR,ORD,719
1143,XE,TUS,IAH,936
1144,XE,CLE,IAD,288
1145,XE,EWR,TUL,1215
1146,XE,SDF,EWR,642
1147,XE,IAH,MSP,1034
1148,XE,GRR,CLE,214
1149,XE,EWR,ROC,246
1150,XE,EWR,CMH,462
1151,XE,LIT,IAH,374
1152,XE,IAH,IND,845
1153,XE,CVG,IAH,871
1154,XE,EWR,GRR,605
1155,XE,IAH,CLT,913
1156,XE,IAH,GRR,1042
1157,XE,IAH,TUL,429
1158,XE,EWR,BUF,282
1159,XE,CHS,EWR,628
1160,XE,IAH,MOB,427
1161,XE,IAH,PNS,489
1162,XE,EWR,BWI,169
1163,XE,EWR,DCA,199
1164,XE,JAN,EWR,1055
1165,XE,DAY,EWR,533
1166,XE,MDW,CLE,307
1167,XE,IAH,ICT,542
1168,XE,CAE,EWR,602
1169,XE,CLE,BNA,448
1170,XE,IAH,CHA,686
1171,XE,IAH,MGM,554
1172,XE,MHT,CLE,544
1173,XE,GSP,IAH,838
1174,XE,TLH,IAH,658
1175,XE,ORF,EWR,284
1176,XE,IAH,CVG,871
1177,XE,XNA,EWR,1130
1178,XE,IAH,AMA,519
1179,XE,GPT,IAH,376
1180,XE,BDL,EWR,116
1181,XE,EWR,ORF,284
1182,XE,VPS,IAH,510
1183,XE,LGA,CLE,418
1184,XE,CLE,MHT,544
1185,XE,CLE,GRR,214
1186,XE,ATL,EWR,745
1187,XE,MSN,EWR,799
1188,XE,IAH,GRK,166
1189,XE,CLE,BTV,489
1190,XE,SAV,EWR,708
1191,XE,EWR,BHM,850
1192,XE,CLE,GSP,450
1193,XE,DAL,IAH,217
1194,XE,BTR,IAH,253
1195,XE,IAH,CMH,986
1196,XE,RIC,IAH,1157
1197,XE,GRR,EWR,605
1198,XE,IAH,PSP,1269
1199,XE,LEX,IAH,828
1200,XE,IAH,TLH,658
1201,XE,LRD,IAH,301
1202,XE,MOB,IAH,427
1203,XE,JAN,IAH,351
1204,XE,BWI,CLE,314
1205,XE,SLC,IAH,1195
1206,XE,IAH,LCH,127
1207,XE,IAH,TUS,936
1208,XE,CLE,BOS,563
1209,XE,GSP,CLE,450
1210,XE,IAH,BRO,308
1211,XE,CLE,STL,487
1212,XE,EWR,AVL,583
1213,XE,EWR,JAN,1055
1214,XE,IAH,XNA,438
1215,XE,IAH,SDF,788
1216,XE,EWR,XNA,1130
1217,XE,IAH,STL,668
1218,XE,MKE,CLE,328
1219,XE,PBI,IAH,956
1220,XE,MTJ,IAH,926
1221,XE,IAH,ATL,689
1222,XE,GRR,IAH,1042
1223,XE,GRK,IAH,166
1224,XE,IAH,PHX,1009
1225,XE,CLE,PHL,363
1226,XE,AEX,IAH,190
1227,XE,ALB,CLE,424
1228,XE,BNA,CLE,448
1229,XE,IAH,ORD,925
1230,XE,IAH,HRL,295
1231,XE,COS,IAH,809
1232,XE,XNA,IAH,438
1233,XE,IAH,BPT,79
1234,XE,IAH,DCA,1208
1235,XE,PNS,IAH,489
1236,XE,DCA,CLE,310
1237,XE,CLE,DFW,1021
1238,XE,AMA,IAH,519
1239,XE,IAH,LEX,828
1240,XE,IAH,RDU,1043
1241,XE,PHX,IAH,1009
1242,XE,CLE,SAT,1241
1243,XE,CLE,BUF,192
1244,XE,TUL,IAH,429
1245,XE,ABE,CLE,339
1246,XE,ELP,IAH,667
1247,XE,EWR,CVG,569
1248,XE,LBB,IAH,458
1249,XE,CLE,PWM,609
1250,XE,CLE,DTW,95
1251,XE,IAH,MTJ,926
1252,XE,GSO,IAH,986
1253,XE,OKC,CLE,948
1254,XE,IAH,PIT,1117
1255,XE,LEX,EWR,588
1256,XE,IND,IAH,845
1257,XE,MSP,CLE,622
1258,XE,TYS,IAH,772
1259,XE,HSV,IAH,595
1260,XE,CLE,MSP,622
1261,XE,CHA,IAH,686
1262,XE,MAF,IAH,429
1263,XE,CLT,IAH,913
1264,XE,CLE,TYS,403
1265,XE,IAH,AEX,190
1266,XE,MCI,CLE,694
1267,XE,IAH,GSO,986
1268,XE,IAH,MLU,262
1269,XE,AUS,CLE,1174
1270,XE,MFE,IAH,316
1271,XE,CLE,ALB,424
1272,XE,CLE,ATL,554
1273,XE,STL,IAH,668
1274,XE,ROC,CLE,245
1275,XE,IAH,DSM,802
1276,XE,CMH,IAH,986
1277,XE,CLE,DEN,1201
1278,XE,IAH,CRW,975
1279,XE,DFW,CLE,1021
1280,XE,MLU,IAH,262
1281,XE,DSM,IAH,802
1282,XE,EWR,IND,644
1283,XE,MGM,IAH,554
1284,XE,EWR,LEX,588
1285,XE,IAH,SLC,1195
1286,XE,IAH,LIT,374
1287,XE,CLE,RIC,362
1288,XE,EWR,MEM,946
1289,XE,CLT,CLE,430
1290,XE,CLE,OKC,948
1291,XE,AVL,EWR,583
1292,XE,CLE,MDW,307
1293,XE,LCH,IAH,127
1294,XE,ORF,CLE,435
1295,XE,LIT,EWR,1069
1296,XE,DTW,CLE,95
1297,XE,DCA,IAH,1208
1298,XE,BOS,CLE,563
1299,XE,MYR,EWR,550
1300,XE,STL,CLE,487
1301,XE,IND,CLE,261
1302,XE,ORD,IAH,925
1303,XE,DAY,CLE,162
1304,XE,IAH,AUS,140
1305,XE,HRL,IAH,295
1306,XE,CHS,IAH,925
1307,XE,CLL,IAH,74
1308,XE,EWR,BOS,200
1309,XE,IAH,CLL,74
1310,XE,CLE,AUS,1174
1311,XE,IAH,RSW,861
1312,XE,IAH,PBI,956
1313,XE,TYS,CLE,403
1314,XE,ATL,IAH,689
1315,XE,IAH,LBB,458
1316,XE,CLE,MSN,402
1317,XE,SAV,IAH,851
1318,XE,PVD,CLE,540
1319,XE,OMA,EWR,1133
1320,XE,SAT,CLE,1241
1321,XE,MSN,CLE,402
1322,XE,CLE,IND,261
1323,XE,BTV,CLE,489
1324,XE,BOS,EWR,200
1325,XE,MSY,CLE,917
1326,XE,MSY,EWR,1167
1327,XE,MDW,EWR,711
1328,XE,IAH,CHS,925
1329,XE,OKC,EWR,1325
1330,XE,EWR,MSY,1167
1331,XE,EWR,MDW,711
1332,XE,CLE,BDL,475
1333,XE,AVL,IAH,834
1334,XE,CLE,CLT,430
1335,XE,IAH,MCO,853
1336,XE,ATL,CLE,554
1337,XE,PHL,CLE,363
1338,XE,PWM,CLE,609
1339,XE,CLE,ORF,435
1340,XE,MCO,IAH,853
1341,XE,DAB,EWR,884
1342,YV,ABE,ORD,654
1343,YV,ASE,DEN,125
1344,YV,ASE,PHX,491
1345,YV,ATW,ORD,160
1346,YV,AUS,IAD,1297
1347,YV,BDL,ORD,783
1348,YV,BHM,ORD,584
1349,YV,BMI,ORD,116
1350,YV,BNA,CLT,329
1351,YV,BNA,IAD,542
1352,YV,BNA,ORD,409
1353,YV,BOS,IAD,413
1354,YV,BUF,ORD,473
1355,YV,CAE,IAD,401
1356,YV,CAE,ORD,666
1357,YV,CAK,ORD,344
1358,YV,CHS,IAD,441
1359,YV,CHS,ORD,760
1360,YV,CID,ORD,196
1361,YV,CLE,CLT,430
1362,YV,CLE,IAD,288
1363,YV,CLT,BNA,329
1364,YV,CLT,CLE,430
1365,YV,CLT,CMH,346
1366,YV,CLT,EWR,529
1367,YV,CLT,IAD,321
1368,YV,CLT,IAH,913
1369,YV,CLT,ILM,185
1370,YV,CLT,JFK,541
1371,YV,CLT,MEM,512
1372,YV,CLT,MYR,156
1373,YV,CLT,ORD,599
1374,YV,CLT,ORF,290
1375,YV,CLT,PNS,488
1376,YV,CLT,PWM,812
1377,YV,CLT,SAV,213
1378,YV,CMH,CLT,346
1379,YV,CPR,DEN,230
1380,YV,DEN,ASE,125
1381,YV,DEN,ATL,1199
1382,YV,DEN,CPR,230
1383,YV,DEN,DRO,251
1384,YV,DEN,MCI,533
1385,YV,DEN,RAP,301
1386,YV,DEN,SAT,794
1387,YV,DSM,DEN,589
1388,YV,DTW,CLT,500
1389,YV,EGE,DEN,121
1390,YV,FLG,PHX,119
1391,YV,FSD,ORD,462
1392,YV,FWA,ORD,157
1393,YV,GJT,DEN,212
1394,YV,GJT,PHX,438
1395,YV,GRB,ORD,174
1396,YV,GRR,ORD,137
1397,YV,GSO,CLT,83
1398,YV,GSO,ORD,590
1399,YV,GSP,ORD,577
1400,YV,HNL,KOA,163
1401,YV,HNL,LIH,102
1402,YV,HNL,OGG,100
1403,YV,HSV,IAD,595
1404,YV,IAD,ATL,533
1405,YV,IAD,BNA,542
1406,YV,IAD,BOS,413
1407,YV,IAD,CHS,441
1408,YV,IAD,CLE,288
1409,YV,IAD,CLT,321
1410,YV,IAD,HSV,595
1411,YV,IAD,JAX,631
1412,YV,IAD,LGA,229
1413,YV,IAD,MDT,94
1414,YV,IAD,ORF,157
1415,YV,IAD,PIT,183
1416,YV,IAD,PWM,494
1417,YV,IAD,ROA,177
1418,YV,IAD,SAT,1362
1419,YV,IAD,SAV,515
1420,YV,IAD,SPI,657
1421,YV,IAH,CLT,913
1422,YV,JAX,IAD,631
1423,YV,KOA,HNL,163
1424,YV,LAN,ORD,179
1425,YV,LAS,EUG,699
1426,YV,LAS,MFR,599
1427,YV,LGA,IAD,229
1428,YV,LGB,PHX,355
1429,YV,LIH,HNL,102
1430,YV,MBS,ORD,222
1431,YV,MCI,IAD,926
1432,YV,MDT,ORD,594
1433,YV,MFR,LAS,599
1434,YV,MRY,PHX,598
1435,YV,MTJ,DEN,197
1436,YV,OGG,HNL,100
1437,YV,OKC,ORD,693
1438,YV,OKC,PHX,833
1439,YV,ORD,ABE,654
1440,YV,ORD,ATW,160
1441,YV,ORD,AUS,978
1442,YV,ORD,BDL,783
1443,YV,ORD,BMI,116
1444,YV,ORD,BNA,409
1445,YV,ORD,BUF,473
1446,YV,ORD,CAE,666
1447,YV,ORD,CAK,344
1448,YV,ORD,CHS,760
1449,YV,ORD,CID,196
1450,YV,ORD,CLT,599
1451,YV,ORD,DSM,299
1452,YV,ORD,FSD,462
1453,YV,ORD,FWA,157
1454,YV,ORD,GRB,174
1455,YV,ORD,GSO,590
1456,YV,ORD,GSP,577
1457,YV,ORD,LAN,179
1458,YV,ORD,MBS,222
1459,YV,ORD,OKC,693
1460,YV,ORD,PIT,412
1461,YV,ORD,SBN,84
1462,YV,ORD,SPI,174
1463,YV,ORF,CLT,290
1464,YV,ORF,ORD,717
1465,YV,PHX,ASE,491
1466,YV,PHX,BFL,425
1467,YV,PHX,DRO,351
1468,YV,PHX,DSM,1149
1469,YV,PHX,FLG,119
1470,YV,PHX,GJT,438
1471,YV,PHX,IAH,1009
1472,YV,PHX,ICT,870
1473,YV,PHX,MEM,1263
1474,YV,PHX,MFR,854
1475,YV,PHX,OKC,833
1476,YV,PHX,PSP,261
1477,YV,PHX,RNO,601
1478,YV,PHX,SAT,843
1479,YV,PHX,SLC,507
1480,YV,PHX,TUS,110
1481,YV,PHX,YUM,160
1482,YV,PIT,IAD,183
1483,YV,PIT,ORD,412
1484,YV,PNS,CLT,488
1485,YV,PSP,PHX,261
1486,YV,PWM,ORD,900
1487,YV,RAP,DEN,301
1488,YV,ROA,IAD,177
1489,YV,SAT,DEN,794
1490,YV,SAT,IAD,1362
1491,YV,SAV,IAD,515
1492,YV,SBA,PHX,455
1493,YV,SBN,ORD,84
1494,YV,SLC,PHX,507
1495,YV,SPI,IAD,657
1496,YV,SPI,ORD,174
1497,YV,SYR,ORD,607
1498,YV,TEX,PHX,387
1499,YV,YUM,LAS,238
1500,YV,YUM,PHX,160
1501,YV,ATL,CLT,227
1502,YV,ATL,IAD,533
1503,YV,ATL,ORD,606
1504,YV,AUS,PHX,872
1505,YV,AVP,ORD,631
1506,YV,BFL,LAS,224
1507,YV,BFL,PHX,425
1508,YV,BHM,IAD,638
1509,YV,CHS,CLT,168
1510,YV,CLT,ATL,227
1511,YV,CLT,CHS,168
1512,YV,CLT,GSO,83
1513,YV,CLT,MDT,413
1514,YV,CLT,RIC,256
1515,YV,CLT,STL,575
1516,YV,COS,DEN,72
1517,YV,CWA,ORD,213
1518,YV,DEN,EGE,121
1519,YV,DEN,GJT,212
1520,YV,DRO,PHX,351
1521,YV,ELP,LAS,584
1522,YV,EUG,PHX,952
1523,YV,FAT,LAS,258
1524,YV,GSP,IAD,383
1525,YV,HNL,ITO,216
1526,YV,IAD,AUS,1297
1527,YV,IAD,BHM,638
1528,YV,IAD,CAE,401
1529,YV,IAD,GSP,383
1530,YV,IAD,IAH,1190
1531,YV,IAD,MCI,926
1532,YV,IAD,PHL,134
1533,YV,IAD,PVD,372
1534,YV,IAD,RDU,224
1535,YV,IAD,SYR,296
1536,YV,IAH,IAD,1190
1537,YV,IAH,ORD,925
1538,YV,ICT,PHX,870
1539,YV,ILM,CLT,185
1540,YV,ITO,HNL,216
1541,YV,JFK,CLT,541
1542,YV,LAS,ELP,584
1543,YV,LAS,SJC,386
1544,YV,LAS,SLC,368
1545,YV,MDT,IAD,94
1546,YV,MEM,CLT,512
1547,YV,MHT,ORD,843
1548,YV,MSN,ORD,109
1549,YV,MSY,CLT,651
1550,YV,ORD,AVP,631
1551,YV,ORD,BHM,584
1552,YV,ORD,COS,911
1553,YV,ORD,CWA,213
1554,YV,ORD,GRR,137
1555,YV,ORD,IAH,925
1556,YV,ORD,MDT,594
1557,YV,ORD,MSN,109
1558,YV,ORD,ROC,528
1559,YV,ORD,SAV,773
1560,YV,ORD,TVC,224
1561,YV,ORF,IAD,157
1562,YV,PHL,IAD,134
1563,YV,PHX,COS,551
1564,YV,PHX,ELP,347
1565,YV,PHX,FAT,493
1566,YV,PHX,SBP,509
1567,YV,PVD,IAD,372
1568,YV,RDU,IAD,224
1569,YV,RNO,LAS,345
1570,YV,ROA,ORD,531
1571,YV,SAV,ORD,773
1572,YV,STL,CLT,575
1573,YV,SYR,IAD,296
1574,YV,TVC,ORD,224
1575,YV,CLT,DTW,500
1576,YV,CLT,PIT,366
1577,YV,CLT,RDU,130
1578,YV,COS,PHX,551
1579,YV,DEN,MTJ,197
1580,YV,DSM,PHX,1149
1581,YV,EWR,CLT,529
1582,YV,FAT,PHX,493
1583,YV,IAD,DTW,383
1584,YV,IAH,PHX,1009
1585,YV,LAS,FAT,258
1586,YV,LAS,PHX,256
1587,YV,LAS,SBA,288
1588,YV,LAS,SBP,314
1589,YV,LAS,TUS,365
1590,YV,LAX,LAS,236
1591,YV,ORD,MHT,843
1592,YV,ORD,RDU,647
1593,YV,PHX,AUS,872
1594,YV,PHX,LAX,370
1595,YV,PHX,LGB,355
1596,YV,PHX,MRY,598
1597,YV,PHX,SNA,338
1598,YV,RDU,CLT,130
1599,YV,SNA,PHX,338
1600,YV,TUS,PHX,110
1601,YV,BDL,CLT,644
1602,YV,CLT,BDL,644
1603,YV,DEN,COD,392
1604,YV,DEN,HDN,142
1605,YV,DSM,ORD,299
1606,YV,MYR,CLT,156
1607,YV,PHX,SBA,455
1608,YV,RDU,ORD,647
1609,YV,ROC,ORD,528
1610,YV,SAT,PHX,843
1611,YV,BUF,CLT,546
1612,YV,BWI,CLT,361
1613,YV,CLT,BUF,546
1614,YV,CLT,BWI,361
1615,YV,CLT,JAX,329
1616,YV,DRO,DEN,251
1617,YV,DTW,IAD,383
1618,YV,ELP,PHX,347
1619,YV,EUG,LAS,699
1620,YV,HDN,DEN,142
1621,YV,IAD,ROC,289
1622,YV,JAX,CLT,329
1623,YV,LAS,AUS,1090
1624,YV,LAS,COS,604
1625,YV,LAS,PSP,173
1626,YV,MCI,ORD,403
1627,YV,MEM,PHX,1263
1628,YV,ORD,ORF,717
1629,YV,ORD,PWM,900
1630,YV,PHX,EUG,952
1631,YV,PSP,LAS,173
1632,YV,PWM,IAD,494
1633,YV,SAN,LAS,258
1634,YV,SAN,PHX,304
1635,YV,SBA,LAS,288
1636,YV,ABQ,PHX,328
1637,YV,BUR,LAS,223
1638,YV,CLT,SDF,336
1639,YV,CLT,SRQ,547
1640,YV,IAD,BDL,326
1641,YV,IAD,MYR,372
1642,YV,LAS,BUR,223
1643,YV,LAS,LAX,236
1644,YV,LAS,OAK,407
1645,YV,LAS,SAT,1069
1646,YV,ORD,CLE,316
1647,YV,ORD,ROA,531
1648,YV,PHX,ABQ,328
1649,YV,PHX,CLD,306
1650,YV,PHX,DEN,602
1651,YV,RNO,PHX,601
1652,YV,SBP,LAS,314
1653,YV,SBP,PHX,509
1654,YV,SLC,LAS,368
1655,YV,BUR,PHX,369
1656,YV,CLD,PHX,306
1657,YV,COS,ORD,911
1658,YV,IAD,GSO,239
1659,YV,MFR,PHX,854
1660,YV,MHT,IAD,418
1661,YV,ORD,MCI,403
1662,YV,SAT,ORD,1041
1663,YV,BHM,CLT,351
1664,YV,CLT,BHM,351
1665,YV,CLT,IND,428
1666,YV,CLT,MCI,809
1667,YV,IND,CLT,428
1668,YV,MCI,CLT,809
1669,YV,MDT,CLT,413
1670,YV,ORD,SAT,1041
1671,YV,ORD,SYR,607
1672,YV,PHX,LAS,256
1673,YV,RIC,CLT,256
1674,YV,CLT,ALB,646
1675,YV,DEN,COS,72
1676,YV,IAD,MHT,418
1677,YV,MSN,DEN,826
1678,YV,SDF,CLT,336
1679,YV,LAS,BFL,224
1680,YV,MYR,IAD,372
1681,YV,OMA,PHX,1037
1682,YV,PHX,BUR,369
1683,YV,PHX,OMA,1037
1684,YV,SAV,CLT,213
1685,YV,TUS,LAS,365
1686,YV,BDL,IAD,326
1687,YV,IAH,DEN,861
1688,YV,LAS,SMF,397
1689,YV,SMF,LAS,397
1690,YV,AUS,DEN,775
1691,YV,DEN,PHX,602
1692,YV,PHX,OAK,646
1693,YV,PHX,SAN,304
1694,YV,CLT,DFW,936
1695,YV,CLT,LIT,641
1696,YV,CLT,PVD,683
1697,YV,DFW,CLT,936
1698,YV,LAS,ONT,197
1699,YV,LIT,CLT,641
1700,YV,ONT,LAS,197
1701,YV,ORD,ATL,606
1702,YV,PVD,CLT,683
1703,YV,SRQ,CLT,547
1704,YV,PWM,CLT,812
1705,YV,ROC,IAD,289
1706,YV,OAK,PHX,646
1707,YV,SJC,PHX,621
1708,YV,GSO,IAD,239
1709,YV,ALB,CLT,646
1710,YV,PIT,CLT,366
1711,YV,PHX,TEX,387
1712,YV,CLT,SYR,603
1713,YV,LAX,PHX,370
1714,YV,MSP,CLT,930
1715,YV,ROC,CLT,573
1716,YV,SYR,CLT,603
1717,YV,LAS,MRY,375
1718,YV,SAT,LAS,1069
1719,YV,AUS,LAS,1090
1720,YV,COS,LAS,604
1721,YV,MRY,LAS,375
1722,YV,LAS,RNO,345
1723,OH,ATL,DSM,743
1724,OH,CVG,GSP,317
1725,OH,DSM,CVG,505
1726,OH,HPN,CVG,597
1727,OH,CVG,MSP,596
1728,OH,DCA,BTR,985
1729,OH,AUS,JFK,1522
1730,OH,JFK,AUS,1522
1731,OH,CVG,DAY,64
1732,OH,BOS,PHL,280
1733,OH,FSD,CVG,701
1734,OH,ORF,JFK,289
1735,OH,JFK,PHL,94
1736,OH,DCA,LEX,414
1737,OH,CVG,PHL,507
1738,OH,CVG,JFK,589
1739,OH,JFK,BNA,766
1740,OH,CVG,BDL,661
1741,OH,STL,JFK,892
1742,OH,MSP,CVG,596
1743,OH,BOS,BNA,943
1744,OH,BTR,DCA,985
1745,OH,HSV,CVG,325
1746,OH,CVG,CID,419
1747,OH,CVG,GRR,268
1748,OH,MIA,CVG,948
1749,OH,LGA,RDU,431
1750,OH,CVG,DSM,505
1751,OH,SYR,CVG,527
1752,OH,CVG,CLE,221
1753,OH,ALB,CVG,623
1754,OH,JFK,PVD,144
1755,OH,PHL,CVG,507
1756,OH,CVG,PIT,256
1757,OH,CVG,BHM,396
1758,OH,DCA,JFK,213
1759,OH,LGA,CHS,641
1760,OH,CMH,CVG,116
1761,OH,JFK,RDU,426
1762,OH,DTW,CVG,229
1763,OH,CVG,BNA,230
1764,OH,RDU,CVG,390
1765,OH,LGA,CLT,544
1766,OH,MCI,CVG,539
